代码,简称,日期,开盘价(元),收盘价(元),成交金额(元)
600004.SH,白云机场,2006-09-19,5.049,5.011,31511452
600004.SH,白云机场,2006-09-20,5.0035,5.0338,25630335
600004.SH,白云机场,2006-09-21,5.0262,5.0566,26376133
600004.SH,白云机场,2006-09-22,5.049,4.9959,24397660
600004.SH,白云机场,2006-09-25,4.9959,5.0946,105879778
600004.SH,白云机场,2006-09-26,5.087,5.0718,17448131
600004.SH,白云机场,2006-09-27,5.0642,5.0718,11972724
600004.SH,白云机场,2006-09-28,5.0718,5.0642,16423167
600004.SH,白云机场,2006-09-29,5.0566,5.1098,31845933
600004.SH,白云机场,2006-10-09,5.1173,5.1933,48036386
600004.SH,白云机场,2006-10-10,5.1933,5.1173,27828524
600004.SH,白云机场,2006-10-11,5.1173,5.0794,18350454
600004.SH,白云机场,2006-10-12,5.087,5.0794,26154984
600004.SH,白云机场,2006-10-13,5.0794,5.0794,17564718
600004.SH,白云机场,2006-10-16,5.0794,5.087,19819893
600004.SH,白云机场,2006-10-17,5.087,5.0794,18671204
600004.SH,白云机场,2006-10-18,5.0718,5.0946,18749895
600004.SH,白云机场,2006-10-19,5.0946,5.087,22086492
600004.SH,白云机场,2006-10-20,5.087,5.087,17640195
600004.SH,白云机场,2006-10-23,5.087,5.0186,50691735
600004.SH,白云机场,2006-10-24,5.0338,5.0718,28950829
600004.SH,白云机场,2006-10-25,5.0718,5.0566,23801621
600004.SH,白云机场,2006-10-26,5.049,5.0946,25537696
600004.SH,白云机场,2006-10-27,5.0946,5.1477,71645637
600004.SH,白云机场,2006-10-30,5.1477,5.2085,55186496
600004.SH,白云机场,2006-10-31,5.216,5.2009,41141669
600004.SH,白云机场,2006-11-01,5.2085,5.2768,55130621
600004.SH,白云机场,2006-11-02,5.2692,5.2085,37062977
600004.SH,白云机场,2006-11-03,5.216,5.2085,40042688
600004.SH,白云机场,2006-11-06,5.2009,5.3147,51898771
600004.SH,白云机场,2006-11-07,5.3451,5.3527,74323688
600004.SH,白云机场,2006-11-08,5.3527,5.2692,37550493
600004.SH,白云机场,2006-11-09,5.2692,5.292,31062701
600004.SH,白云机场,2006-11-10,5.2996,5.1857,78626511
600004.SH,白云机场,2006-11-13,5.1857,5.1477,35117090
600004.SH,白云机场,2006-11-14,5.1629,5.216,24000620
600004.SH,白云机场,2006-11-15,5.2236,5.2844,49595039
600004.SH,白云机场,2006-11-16,5.2844,5.2616,72530584
600004.SH,白云机场,2006-11-17,5.2388,5.4514,122904522
600004.SH,白云机场,2006-11-20,5.4514,5.4286,74037337
600004.SH,白云机场,2006-11-21,5.4135,5.4438,70874860
600004.SH,白云机场,2006-11-22,5.4362,5.4818,115557172
600004.SH,白云机场,2006-11-23,5.5046,5.4135,57857162
600004.SH,白云机场,2006-11-24,5.4362,5.4514,44638652
600004.SH,白云机场,2006-11-27,5.4438,5.5729,63535357
600004.SH,白云机场,2006-11-28,5.5805,5.459,39563345
600004.SH,白云机场,2006-11-29,5.4286,5.4894,37580709
600004.SH,白云机场,2006-11-30,5.5046,5.5122,49654188
600004.SH,白云机场,2006-12-01,5.5273,5.5729,122650767
600004.SH,白云机场,2006-12-06,6.1271,6.074,411437464
600004.SH,白云机场,2006-12-07,5.9601,6.0284,257015149
600004.SH,白云机场,2006-12-08,5.9221,5.702,133037914
600004.SH,白云机场,2006-12-11,5.6716,5.8766,72548687
600004.SH,白云机场,2006-12-12,5.8842,5.7855,64902805
600004.SH,白云机场,2006-12-13,5.8007,6.0512,153634618
600004.SH,白云机场,2006-12-14,6.074,6.0284,116127107
600004.SH,白云机场,2006-12-15,6.0208,6.0284,81751857
600004.SH,白云机场,2006-12-18,6.0284,5.9373,92294516
600004.SH,白云机场,2006-12-19,5.9373,5.8614,132296030
600004.SH,白云机场,2006-12-20,5.8462,5.8918,81802584
600004.SH,白云机场,2006-12-21,5.869,5.8234,73196419
600004.SH,白云机场,2006-12-22,5.7703,5.7703,59631529
600004.SH,白云机场,2006-12-25,5.7703,5.7931,93573579
600004.SH,白云机场,2006-12-26,5.7779,5.6944,59667585
600004.SH,白云机场,2006-12-27,5.6868,5.7475,82486659
600004.SH,白云机场,2006-12-28,5.7627,5.5805,106963985
600004.SH,白云机场,2006-12-29,5.6184,5.7247,124575258
600004.SH,白云机场,2007-01-04,5.8234,5.8842,187371988
600004.SH,白云机场,2007-01-05,5.831,6.2107,188621317
600004.SH,白云机场,2007-01-08,6.1879,6.3625,140279367
600004.SH,白云机场,2007-01-09,6.3777,6.3701,108036819
600004.SH,白云机场,2007-01-10,6.3625,6.8332,267789388
600004.SH,白云机场,2007-01-11,6.8029,6.9319,240017312
600004.SH,白云机场,2007-01-12,6.856,6.8408,191939238
600004.SH,白云机场,2007-01-15,7.0914,7.0458,394284654
600004.SH,白云机场,2007-01-16,7.0458,6.9319,185722443
600004.SH,白云机场,2007-01-17,6.9319,6.6738,187874879
600004.SH,白云机场,2007-01-18,6.6434,6.6814,111161705
600004.SH,白云机场,2007-01-19,6.7042,6.8788,136954566
600004.SH,白云机场,2007-01-22,6.894,6.9851,186596700
600004.SH,白云机场,2007-01-23,7.0003,6.8408,152600662
600004.SH,白云机场,2007-01-24,6.8332,7.0003,185143758
600004.SH,白云机场,2007-01-25,6.9547,7.0686,297708101
600004.SH,白云机场,2007-01-26,6.9775,6.9851,162990505
600004.SH,白云机场,2007-01-29,7.0458,7.5318,343053894
600004.SH,白云机场,2007-01-30,7.5318,7.3799,153900274
600004.SH,白云机场,2007-01-31,7.3344,7.3268,210694158
600004.SH,白云机场,2007-02-01,7.2129,7.2812,135908224
600004.SH,白云机场,2007-02-02,7.2888,7.4482,255451031
600004.SH,白云机场,2007-02-05,7.4558,7.6912,223679593
600004.SH,白云机场,2007-02-06,7.6912,7.6077,164663506
600004.SH,白云机场,2007-02-07,7.6305,8.3669,332350845
600004.SH,白云机场,2007-02-08,8.496,8.6023,273690392
600004.SH,白云机场,2007-02-09,8.5795,8.9743,432652541
600004.SH,白云机场,2007-02-12,8.9212,9.0958,143088911
600004.SH,白云机场,2007-02-13,9.0882,9.6425,160993611
600004.SH,白云机场,2007-02-14,9.6728,9.6273,239952275
600004.SH,白云机场,2007-02-15,9.6425,9.7943,138372332
600004.SH,白云机场,2007-02-16,9.8323,9.5893,118003505
600004.SH,白云机场,2007-02-26,9.559,9.5817,115889025
600004.SH,白云机场,2007-02-27,9.5362,8.6251,189578924
600004.SH,白云机场,2007-02-28,7.9797,8.6403,194500684
600004.SH,白云机场,2007-03-01,8.4884,8.2455,123271474
600004.SH,白云机场,2007-03-02,8.2227,8.4732,101842384
600004.SH,白云机场,2007-03-05,8.3897,8.3517,94234635
600004.SH,白云机场,2007-03-06,8.2758,9.0199,233607395
600004.SH,白云机场,2007-03-07,9.0199,9.0958,121993216
600004.SH,白云机场,2007-03-08,9.0958,9.2173,82781459
600004.SH,白云机场,2007-03-09,9.2173,8.9971,76963113
600004.SH,白云机场,2007-03-12,8.9591,9.1262,90010363
600004.SH,白云机场,2007-03-13,9.1186,9.6045,185462230
600004.SH,白云机场,2007-03-14,9.483,9.6425,194932773
600004.SH,白云机场,2007-03-15,9.6425,9.6804,80478440
600004.SH,白云机场,2007-03-16,9.7108,9.1945,125376946
600004.SH,白云机场,2007-03-19,8.944,9.3008,67636713
600004.SH,白云机场,2007-03-20,9.2932,9.2553,90636158
600004.SH,白云机场,2007-03-21,9.1869,9.2477,74183350
600004.SH,白云机场,2007-03-22,9.2401,9.2553,79243310
600004.SH,白云机场,2007-03-23,9.2628,9.278,83264569
600004.SH,白云机场,2007-03-27,9.4071,9.726,167652679
600004.SH,白云机场,2007-03-28,9.726,9.4147,159868183
600004.SH,白云机场,2007-03-29,9.4147,9.1414,123648917
600004.SH,白云机场,2007-03-30,9.1262,8.9591,130420980
600004.SH,白云机场,2007-04-02,8.9667,9.1945,81298896
600004.SH,白云机场,2007-04-03,9.2021,9.1566,133664461
600004.SH,白云机场,2007-04-04,9.1566,9.3464,176708474
600004.SH,白云机场,2007-04-05,9.3464,9.5893,246823732
600004.SH,白云机场,2007-04-06,9.4147,9.4678,153248865
600004.SH,白云机场,2007-04-09,9.5362,9.5817,164530928
600004.SH,白云机场,2007-04-10,9.6425,9.3691,170549571
600004.SH,白云机场,2007-04-11,9.3691,9.6273,221944307
600004.SH,白云机场,2007-04-12,9.6652,10.1132,404539631
600004.SH,白云机场,2007-04-13,10.1208,9.9614,313131341
600004.SH,白云机场,2007-04-16,9.9538,10.098,250890890
600004.SH,白云机场,2007-04-17,10.1436,10.0069,317127741
600004.SH,白云机场,2007-04-18,10.0069,10.2347,292272990
600004.SH,白云机场,2007-04-19,10.2499,9.726,337112624
600004.SH,白云机场,2007-04-20,9.7336,10.0525,268385574
600004.SH,白云机场,2007-04-23,10.1588,10.4093,401375515
600004.SH,白云机场,2007-04-24,10.4701,10.8345,478694270
600004.SH,白云机场,2007-04-25,10.7434,10.9256,315129765
600004.SH,白云机场,2007-04-26,10.9712,10.751,271507098
600004.SH,白云机场,2007-04-27,10.751,10.8117,356255917
600004.SH,白云机场,2007-04-30,10.7662,11.2217,378531718
600004.SH,白云机场,2007-05-08,11.4647,11.366,373829355
600004.SH,白云机场,2007-05-09,11.3432,11.0091,304477306
600004.SH,白云机场,2007-05-10,11.0091,11.1382,256383835
600004.SH,白云机场,2007-05-11,10.9484,10.7965,279740266
600004.SH,白云机场,2007-05-14,10.6143,10.7434,196930223
600004.SH,白云机场,2007-05-15,10.8193,10.5156,228616218
600004.SH,白云机场,2007-05-16,10.4701,10.7738,207832479
600004.SH,白云机场,2007-05-17,10.7813,10.9939,264614163
600004.SH,白云机场,2007-05-18,10.9863,10.7434,192337819
600004.SH,白云机场,2007-05-21,10.4549,10.9712,244032079
600004.SH,白云机场,2007-05-22,10.9712,11.2445,419898208
600004.SH,白云机场,2007-05-23,11.2976,11.4723,297876310
600004.SH,白云机场,2007-05-24,11.4723,11.1002,308900419
600004.SH,白云机场,2007-05-25,11.1534,12.2011,657653889
600004.SH,白云机场,2007-05-28,12.3074,12.8009,557832779
600004.SH,白云机场,2007-05-29,12.8313,12.8161,456380274
600004.SH,白云机场,2007-05-30,11.9886,11.533,459375495
600004.SH,白云机场,2007-05-31,11.4039,12.6871,688833715
600004.SH,白云机场,2007-06-01,12.9604,12.6871,700298062
600004.SH,白云机场,2007-06-04,12.7934,11.4191,407042286
600004.SH,白云机场,2007-06-05,11.1078,12.391,420196126
600004.SH,白云机场,2007-06-06,12.3606,13.4235,514901065
600004.SH,白云机场,2007-06-07,13.378,13.6058,596352165
600004.SH,白云机场,2007-06-08,13.5374,13.5071,283174338
600004.SH,白云机场,2007-06-11,13.6741,14.2967,363769918
600004.SH,白云机场,2007-06-12,14.4257,14.2739,377962768
600004.SH,白云机场,2007-06-13,14.3346,14.403,350559976
600004.SH,白云机场,2007-06-14,14.403,14.16,203805847
600004.SH,白云机场,2007-06-15,14.122,13.9702,162953608
600004.SH,白云机场,2007-06-18,14.0613,14.8357,297325417
600004.SH,白云机场,2007-06-19,14.9572,14.6915,178536944
600004.SH,白云机场,2007-06-20,14.8054,14.5776,303439041
600004.SH,白云机场,2007-06-21,14.4257,14.5244,208868359
600004.SH,白云机场,2007-06-22,14.5396,14.3346,220964701
600004.SH,白云机场,2007-06-25,14.4257,13.9095,249796007
600004.SH,白云机场,2007-06-26,13.8791,13.9626,145779026
600004.SH,白云机场,2007-06-27,14.0082,14.4333,168247640
600004.SH,白云机场,2007-06-28,14.5776,14.122,168832004
600004.SH,白云机场,2007-07-02,13.6665,13.3704,200163540
600004.SH,白云机场,2007-07-03,13.5146,13.7348,88846016
600004.SH,白云机场,2007-07-04,13.6741,13.4463,68354985
600004.SH,白云机场,2007-07-05,13.135,12.1024,149417584
600004.SH,白云机场,2007-07-06,12.0037,12.4897,131186507
600004.SH,白云机场,2007-07-09,12.5656,12.9376,74794880
600004.SH,白云机场,2007-07-10,12.9452,12.6415,72606301
600004.SH,白云机场,2007-07-11,12.6339,13.1502,99287114
600004.SH,白云机场,2007-07-12,13.2793,13.1426,43186018
600004.SH,白云机场,2007-07-13,13.135,13.173,45223908
600004.SH,白云机场,2007-07-16,12.968,12.9604,49977085
600004.SH,白云机场,2007-07-17,12.8313,13.0591,34237866
600004.SH,白云机场,2007-07-18,13.0515,13.3932,91700870
600004.SH,白云机场,2007-07-19,13.2869,13.4995,49858331
600004.SH,白云机场,2007-07-20,13.5071,14.0385,85845936
600004.SH,白云机场,2007-07-23,14.122,14.4485,137806669
600004.SH,白云机场,2007-07-24,14.4637,14.3422,86431282
600004.SH,白云机场,2007-07-25,14.2739,14.403,128148971
600004.SH,白云机场,2007-07-26,14.5776,14.532,94696181
600004.SH,白云机场,2007-07-27,14.3346,14.3043,91391303
600004.SH,白云机场,2007-07-30,14.2815,14.4561,147810007
600004.SH,白云机场,2007-07-31,14.4865,15.2989,243635108
600004.SH,白云机场,2007-08-01,15.3141,14.4561,223067907
600004.SH,白云机场,2007-08-02,14.5017,14.8281,127292003
600004.SH,白云机场,2007-08-03,14.8813,15.1774,210142313
600004.SH,白云机场,2007-08-06,15.2989,16.3618,285716194
600004.SH,白云机场,2007-08-07,16.2024,15.7924,191753851
600004.SH,白云机场,2007-08-08,15.7165,15.2913,174410921
600004.SH,白云机场,2007-08-09,15.3065,15.3217,84135336
600004.SH,白云机场,2007-08-10,15.2685,14.6611,178933132
600004.SH,白云机场,2007-08-13,14.7294,14.7674,125356541
600004.SH,白云机场,2007-08-14,14.775,15.0028,74914797
600004.SH,白云机场,2007-08-15,14.9724,14.8433,71868072
600004.SH,白云机场,2007-08-16,14.8661,14.5244,114282416
600004.SH,白云机场,2007-08-17,14.5624,14.57,72460468
600004.SH,白云机场,2007-08-20,14.8965,15.3217,104285511
600004.SH,白云机场,2007-08-21,15.3368,15.3217,99880523
600004.SH,白云机场,2007-08-22,15.0939,15.3748,111993612
600004.SH,白云机场,2007-08-23,15.3748,15.7343,116892283
600004.SH,白云机场,2007-08-24,15.7649,15.5507,100307659
600004.SH,白云机场,2007-08-27,15.6961,15.3901,132869803
600004.SH,白云机场,2007-08-28,15.3901,14.8011,247107508
600004.SH,白云机场,2007-08-29,14.8088,14.7552,156637147
600004.SH,白云机场,2007-08-30,14.8394,15.0153,136348352
600004.SH,白云机场,2007-08-31,15.1453,15.3366,224728592
600004.SH,白云机场,2007-09-03,15.436,15.7726,225354315
600004.SH,白云机场,2007-09-04,15.7726,15.3978,156900154
600004.SH,白云机场,2007-09-05,15.3289,15.9102,148005071
600004.SH,白云机场,2007-09-06,15.9867,15.7955,177070446
600004.SH,白云机场,2007-09-07,15.6808,15.2218,129595057
600004.SH,白云机场,2007-09-10,14.9923,15.2601,75044897
600004.SH,白云机场,2007-09-11,15.2601,14.5487,87037644
600004.SH,白云机场,2007-09-12,14.5334,14.7629,82395081
600004.SH,白云机场,2007-09-13,14.8394,14.7782,76624453
600004.SH,白云机场,2007-09-14,14.7782,15.0765,80492829
600004.SH,白云机场,2007-09-17,15.0306,16.2698,287774690
600004.SH,白云机场,2007-09-18,16.2927,15.7879,149332421
600004.SH,白云机场,2007-09-19,15.9102,15.2142,119775524
600004.SH,白云机场,2007-09-20,15.2065,15.2601,84250744
600004.SH,白云机场,2007-09-21,15.2983,15.2601,152163856
600004.SH,白云机场,2007-09-24,15.2983,15.6349,192596536
600004.SH,白云机场,2007-09-25,15.6502,14.9694,174307071
600004.SH,白云机场,2007-09-26,14.9541,14.2274,213959373
600004.SH,白云机场,2007-09-27,14.2198,14.541,131306644
600004.SH,白云机场,2007-09-28,14.6252,14.541,182024314
600004.SH,白云机场,2007-10-08,14.8241,14.2886,272913860
600004.SH,白云机场,2007-10-09,14.2886,14.0668,310032724
600004.SH,白云机场,2007-10-10,14.1127,14.2963,165891761
600004.SH,白云机场,2007-10-11,14.2198,13.998,125190586
600004.SH,白云机场,2007-10-12,14.0133,13.9138,128862447
600004.SH,白云机场,2007-10-15,13.9215,13.669,150307533
600004.SH,白云机场,2007-10-16,13.692,14.0974,109126564
600004.SH,白云机场,2007-10-17,14.1203,14.2121,81984258
600004.SH,白云机场,2007-10-18,14.2121,13.7685,65487489
600004.SH,白云机场,2007-10-19,13.8297,13.6002,53132071
600004.SH,白云机场,2007-10-22,13.5237,13.2942,108476614
600004.SH,白云机场,2007-10-23,13.1642,13.5008,82604844
600004.SH,白云机场,2007-10-24,13.4702,13.4702,124566347
600004.SH,白云机场,2007-10-25,13.4549,12.4758,130103006
600004.SH,白云机场,2007-10-26,12.4299,13.4166,164923215
600004.SH,白云机场,2007-10-29,13.3172,13.7532,102245597
600004.SH,白云机场,2007-10-30,13.6996,13.9521,120830055
600004.SH,白云机场,2007-10-31,14.0286,14.1433,143080866
600004.SH,白云机场,2007-11-01,14.1968,13.9215,61335033
600004.SH,白云机场,2007-11-05,14.0744,13.6384,46165055
600004.SH,白云机场,2007-11-06,13.692,13.7761,30270039
600004.SH,白云机场,2007-11-07,13.8144,13.8067,43057668
600004.SH,白云机场,2007-11-08,13.7685,13.3937,47724735
600004.SH,白云机场,2007-11-09,13.1642,13.4396,54820965
600004.SH,白云机场,2007-11-12,13.3095,12.69,63882734
600004.SH,白云机场,2007-11-13,12.8506,13.2177,135867308
600004.SH,白云机场,2007-11-14,13.386,13.6996,105567150
600004.SH,白云机场,2007-11-15,13.7302,13.7379,77179848
600004.SH,白云机场,2007-11-16,13.7685,13.5773,19479727
600004.SH,白云机场,2007-11-19,13.7302,13.8909,33439956
600004.SH,白云机场,2007-11-20,13.7761,14.0744,61227654
600004.SH,白云机场,2007-11-21,14.128,13.7914,46235497
600004.SH,白云机场,2007-11-22,13.7685,13.3401,32288807
600004.SH,白云机场,2007-11-23,13.386,13.5696,21474337
600004.SH,白云机场,2007-11-26,13.7608,14.1356,98628255
600004.SH,白云机场,2007-11-27,14.105,13.7991,43753512
600004.SH,白云机场,2007-11-28,13.8832,13.7991,38589688
600004.SH,白云机场,2007-11-29,13.9062,14.128,51550756
600004.SH,白云机场,2007-11-30,14.128,14.1586,84388867
600004.SH,白云机场,2007-12-03,14.128,14.0897,32808539
600004.SH,白云机场,2007-12-04,14.0897,13.9138,43556865
600004.SH,白云机场,2007-12-05,13.9215,14.128,81111489
600004.SH,白云机场,2007-12-06,14.1509,14.4952,130657725
600004.SH,白云机场,2007-12-07,14.3804,14.5257,88718713
600004.SH,白云机场,2007-12-10,14.4034,14.7629,88949599
600004.SH,白云机场,2007-12-11,14.9006,14.8317,72491237
600004.SH,白云机场,2007-12-12,14.7476,15.2601,174398806
600004.SH,白云机场,2007-12-13,15.153,14.6787,124215410
600004.SH,白云机场,2007-12-14,14.541,15.0153,55603639
600004.SH,白云机场,2007-12-17,15.0688,14.87,71538106
600004.SH,白云机场,2007-12-18,14.8547,14.8011,28994304
600004.SH,白云机场,2007-12-19,14.9159,15.3442,114260922
600004.SH,白云机场,2007-12-20,15.589,15.6196,88721841
600004.SH,白云机场,2007-12-21,15.5584,15.6502,57921746
600004.SH,白云机场,2007-12-24,15.6884,16.0326,103576614
600004.SH,白云机场,2007-12-25,15.9867,16.0632,71247252
600004.SH,白云机场,2007-12-26,16.0785,15.8644,100837106
600004.SH,白云机场,2007-12-27,15.9102,15.8414,121803856
600004.SH,白云机场,2007-12-28,15.9179,16.0479,177240473
600004.SH,白云机场,2008-01-02,16.025,16.9429,225597626
600004.SH,白云机场,2008-01-03,16.9582,17.0423,189505698
600004.SH,白云机场,2008-01-04,16.9658,17.0423,131466917
600004.SH,白云机场,2008-01-07,17.0653,17.616,122243212
600004.SH,白云机场,2008-01-08,17.616,16.9123,145248842
600004.SH,白云机场,2008-01-09,16.8664,17.3253,73807965
600004.SH,白云机场,2008-01-10,17.486,17.1571,95081903
600004.SH,白云机场,2008-01-11,17.0194,16.6369,111253594
600004.SH,白云机场,2008-01-14,16.6369,16.8052,86921243
600004.SH,白云机场,2008-01-15,16.461,16.6216,143516183
600004.SH,白云机场,2008-01-16,16.5604,16.8434,139088141
600004.SH,白云机场,2008-01-17,16.8281,16.1397,142802040
600004.SH,白云机场,2008-01-18,16.1474,15.8261,84634068
600004.SH,白云机场,2008-01-21,15.8261,14.9082,80237853
600004.SH,白云机场,2008-01-22,14.4875,14.3651,212924724
600004.SH,白云机场,2008-01-23,14.5487,14.9694,70265603
600004.SH,白云机场,2008-01-24,14.977,15.1606,71796253
600004.SH,白云机场,2008-01-25,15.2218,14.7858,63146390
600004.SH,白云机场,2008-01-28,14.9159,14.411,69794579
600004.SH,白云机场,2008-01-29,14.3804,14.4416,31969801
600004.SH,白云机场,2008-01-30,14.5334,14.4493,40072953
600004.SH,白云机场,2008-01-31,14.3651,14.1586,26229225
600004.SH,白云机场,2008-02-01,14.2121,14.6252,79714986
600004.SH,白云机场,2008-02-04,14.8011,15.5354,84747886
600004.SH,白云机场,2008-02-05,15.2983,15.1912,43533498
600004.SH,白云机场,2008-02-13,15.1453,14.541,45435594
600004.SH,白云机场,2008-02-14,14.694,14.7476,15204838
600004.SH,白云机场,2008-02-15,14.7476,14.5181,36125705
600004.SH,白云机场,2008-02-18,14.5563,14.7093,33720421
600004.SH,白云机场,2008-02-19,14.7323,14.9923,69492540
600004.SH,白云机场,2008-02-20,14.9923,14.6022,38461606
600004.SH,白云机场,2008-02-21,14.4187,14.4799,46598719
600004.SH,白云机场,2008-02-22,14.4569,13.9138,51472607
600004.SH,白云机场,2008-02-25,13.7761,13.2866,34739379
600004.SH,白云机场,2008-02-26,13.5161,13.5314,24855019
600004.SH,白云机场,2008-02-27,13.6767,13.692,24771230
600004.SH,白云机场,2008-02-28,13.7685,13.5926,14450214
600004.SH,白云机场,2008-02-29,13.5926,13.8985,20304394
600004.SH,白云机场,2008-03-03,13.7685,13.9597,73513803
600004.SH,白云机场,2008-03-04,13.998,13.7914,41823877
600004.SH,白云机场,2008-03-05,13.7685,13.4778,67933435
600004.SH,白云机场,2008-03-06,13.386,13.539,26393062
600004.SH,白云机场,2008-03-07,13.5314,13.692,28856995
600004.SH,白云机场,2008-03-10,13.692,13.4549,24143986
600004.SH,白云机场,2008-03-11,13.4319,13.3019,22211584
600004.SH,白云机场,2008-03-12,13.4625,12.5217,94547858
600004.SH,白云机场,2008-03-13,12.4681,12.3763,46086118
600004.SH,白云机场,2008-03-14,12.2998,12.2234,30476718
600004.SH,白云机场,2008-03-17,12.1622,11.8409,38542480
600004.SH,白云机场,2008-03-18,11.8409,11.1448,44722511
600004.SH,白云机场,2008-03-19,11.3666,11.6267,65555957
600004.SH,白云机场,2008-03-20,11.4737,11.8485,93237970
600004.SH,白云机场,2008-03-21,11.925,12.3228,88181819
600004.SH,白云机场,2008-03-24,12.5446,11.5885,64552026
600004.SH,白云机场,2008-03-25,11.1295,11.8332,63096909
600004.SH,白云机场,2008-03-26,11.8562,11.795,62021281
600004.SH,白云机场,2008-03-27,11.4814,11.2825,60063074
600004.SH,白云机场,2008-03-28,11.1678,11.4508,55000075
600004.SH,白云机场,2008-03-31,11.0683,10.7012,52835083
600004.SH,白云机场,2008-04-01,10.7088,10.4946,52832640
600004.SH,白云机场,2008-04-02,10.5252,10.4029,29985236
600004.SH,白云机场,2008-04-03,10.3799,10.8465,28991735
600004.SH,白云机场,2008-04-07,10.7547,11.7262,55606499
600004.SH,白云机场,2008-04-08,11.7415,11.7491,46113956
600004.SH,白云机场,2008-04-09,11.7568,11.5196,57799273
600004.SH,白云机场,2008-04-10,11.4661,11.8868,52064695
600004.SH,白云机场,2008-04-11,11.8332,11.9021,29186272
600004.SH,白云机场,2008-04-14,11.7032,11.5961,36135172
600004.SH,白云机场,2008-04-15,11.6038,12.3075,52534603
600004.SH,白云机场,2008-04-16,12.2845,12.0245,37349253
600004.SH,白云机场,2008-04-17,12.0245,11.7338,31162393
600004.SH,白云机场,2008-04-18,11.665,11.2825,31591780
600004.SH,白云机场,2008-04-21,12.2234,10.3723,79170439
600004.SH,白云机场,2008-04-22,10.1351,11.1448,48211181
600004.SH,白云机场,2008-04-23,10.9153,11.5273,41177226
600004.SH,白云机场,2008-04-24,12.4681,12.4987,170892774
600004.SH,白云机场,2008-04-25,12.2157,11.948,91682675
600004.SH,白云机场,2008-04-28,11.7797,11.7874,49837479
600004.SH,白云机场,2008-04-29,11.7644,12.3075,46495569
600004.SH,白云机场,2008-04-30,12.4146,12.3534,104048406
600004.SH,白云机场,2008-05-05,12.3993,12.4605,89707606
600004.SH,白云机场,2008-05-06,12.4605,12.3075,49816781
600004.SH,白云机场,2008-05-07,12.3534,12.0474,100563352
600004.SH,白云机场,2008-05-08,11.9709,12.0704,48809750
600004.SH,白云机场,2008-05-09,12.0092,11.5196,65438274
600004.SH,白云机场,2008-05-12,11.3896,11.6267,33956335
600004.SH,白云机场,2008-05-13,11.206,11.4814,35457052
600004.SH,白云机场,2008-05-14,11.4125,11.8944,33460586
600004.SH,白云机场,2008-05-15,11.9633,11.9021,35254951
600004.SH,白云机场,2008-05-16,11.9021,11.6497,28663554
600004.SH,白云机场,2008-05-19,11.7032,11.6114,17865407
600004.SH,白云机场,2008-05-20,11.6114,11.3131,52190689
600004.SH,白云机场,2008-05-21,11.229,11.3284,29424766
600004.SH,白云机场,2008-05-22,11.0913,10.9842,24136835
600004.SH,白云机场,2008-05-23,10.9383,10.77,27209102
600004.SH,白云机场,2008-05-26,10.7853,10.1734,45479190
600004.SH,白云机场,2008-05-27,10.2116,10.334,19726913
600004.SH,白云机场,2008-05-28,10.3264,10.6859,24572673
600004.SH,白云机场,2008-05-29,10.6782,10.334,13703848
600004.SH,白云机场,2008-05-30,10.334,10.4029,15310988
600004.SH,白云机场,2008-06-02,10.4029,10.2575,18657135
600004.SH,白云机场,2008-06-03,10.2805,10.357,29413198
600004.SH,白云机场,2008-06-04,10.2422,10.3187,15805341
600004.SH,白云机场,2008-06-05,10.2499,10.1887,14781166
600004.SH,白云机场,2008-06-06,10.2346,9.9821,20493729
600004.SH,白云机场,2008-06-10,9.615,8.9954,33057518
600004.SH,白云机场,2008-06-11,8.9419,9.0184,23566016
600004.SH,白云机场,2008-06-12,8.9495,8.7353,23885911
600004.SH,白云机场,2008-06-13,8.7965,8.5365,17932573
600004.SH,白云机场,2008-06-16,8.6053,8.4829,24932993
600004.SH,白云机场,2008-06-17,8.3376,8.1846,31453202
600004.SH,白云机场,2008-06-18,8.1005,8.5288,32856134
600004.SH,白云机场,2008-06-19,8.4906,7.6951,25061459
600004.SH,白云机场,2008-06-23,7.6951,7.7945,22061432
600004.SH,白云机场,2008-06-24,7.7333,8.1311,19182261
600004.SH,白云机场,2008-06-25,8.1464,8.4676,20475514
600004.SH,白云机场,2008-06-26,8.4829,8.3605,19185406
600004.SH,白云机场,2008-06-27,8.1081,7.8327,14054296
600004.SH,白云机场,2008-06-30,7.8021,7.8557,16004133
600004.SH,白云机场,2008-07-01,7.8863,7.7256,14635913
600004.SH,白云机场,2008-07-02,7.7256,7.8327,17546942
600004.SH,白云机场,2008-07-03,7.7256,8.154,20587586
600004.SH,白云机场,2008-07-04,8.0316,8.0622,8087336
600004.SH,白云机场,2008-07-07,8.1234,8.5135,25056450
600004.SH,白云机场,2008-07-08,8.5671,8.4064,20992982
600004.SH,白云机场,2008-07-09,8.4217,8.6206,21124933
600004.SH,白云机场,2008-07-10,8.5135,8.4753,25572890
600004.SH,白云机场,2008-07-11,8.4141,8.1769,17105626
600004.SH,白云机场,2008-07-14,8.1693,8.2534,13419588
600004.SH,白云机场,2008-07-15,8.2458,7.9857,20926200
600004.SH,白云机场,2008-07-16,7.9551,7.7486,19396226
600004.SH,白云机场,2008-07-17,7.8557,7.6568,25363301
600004.SH,白云机场,2008-07-18,7.7104,7.8557,23857763
